supreme_case_number,supreme_case_link,appeals_case_number,appeals_case_link,source_type,verdict_date,decision_status
2021-176,https://island.is/s/haestirettur/akvardanir/f5208660-f009-40f2-96fb-e1297d109fe7,117/2020,https://island.is/domar/g-f1088469-fdb6-46ff-b3f0-e59c87239813,ákvörðun,27. júlí 2021,Hafnað
2021-182,https://island.is/s/haestirettur/akvardanir/d485190b-ec09-44fa-9527-185b0a009a22,486/2020,https://island.is/domar/g-5a866eaf-eaff-4637-bfd9-f4e56d0ef226,ákvörðun,31. ágúst 2021,Samþykkt
42/2021,https://island.is/domar/s-df1b22f6-1693-4fc8-a27b-6717294db5c1,486/2020,https://island.is/domar/g-5a866eaf-eaff-4637-bfd9-f4e56d0ef226,dóm,9. mars 2022,
2021-165,https://island.is/s/haestirettur/akvardanir/3bd8f4ec-058d-496a-85a4-67609ee33cbb,333/2020,https://island.is/domar/g-458b3107-d018-4989-8d7f-9b64b605fde9,ákvörðun,27. júlí 2021,Samþykkt
34/2021,https://island.is/domar/s-8460e2ba-3c11-4c7c-b14e-dfbd921e3750,333/2020,https://island.is/domar/g-458b3107-d018-4989-8d7f-9b64b605fde9,dóm,13. apríl 2022,
2021-166,https://island.is/s/haestirettur/akvardanir/1b055040-8ccd-4431-83f7-c29eb47d1b08,332/2020,https://island.is/domar/g-413054bd-5efb-4020-ae2a-e8e57d575025,ákvörðun,27. júlí 2021,Samþykkt
35/2021,https://island.is/domar/s-1cf6d329-eaa6-405b-a7dd-1abb5e9232fd,332/2020,https://island.is/domar/g-413054bd-5efb-4020-ae2a-e8e57d575025,dóm,13. apríl 2022,
2021-164,https://island.is/s/haestirettur/akvardanir/323f3dbc-5eee-4d4f-9c3f-442fa4fe535e,331/2020,https://island.is/domar/g-8466d675-2cce-4aae-bd85-74e76e164341,ákvörðun,27. júlí 2021,Samþykkt
33/2021,https://island.is/domar/s-9256ad0f-7bbc-424c-b646-e7a398a1a1f1,331/2020,https://island.is/domar/g-8466d675-2cce-4aae-bd85-74e76e164341,dóm,13. apríl 2022,
2021-181,https://island.is/s/haestirettur/akvardanir/886b132b-8e04-421e-8ab6-0f26928a1532,290/2020,https://island.is/domar/g-3f9fe3c1-3c01-424b-b0f7-84950a6810d2,ákvörðun,23. ágúst 2021,Hafnað
2021-180,https://island.is/s/haestirettur/akvardanir/3c307588-19e1-4c3e-84b2-df469f2b3361,228/2020,https://island.is/domar/g-345dc266-f5b3-4f99-8c39-f63be6f5ec79,ákvörðun,20. ágúst 2021,Samþykkt
37/2021,https://island.is/domar/s-7f0e97a3-be40-436e-9afc-5b6183579915,228/2020,https://island.is/domar/g-345dc266-f5b3-4f99-8c39-f63be6f5ec79,dóm,9. febrúar 2022,
2021-211,https://island.is/s/haestirettur/akvardanir/27f0ae6f-4e81-41ef-a204-78b567592b92,126/2020,https://island.is/domar/g-87b95bdf-bf63-435d-9481-517c82feec8f,ákvörðun,1. október 2021,Hafnað
2021-188,https://island.is/s/haestirettur/akvardanir/fbd28af8-7df3-4ad1-a246-760b0241bcb4,799/2019,https://island.is/domar/g-97077c0c-8a54-4fdf-9791-7426a903b13d,ákvörðun,6. september 2021,Samþykkt
39/2021,https://island.is/domar/s-3e8d9a68-f14a-49ab-9c10-2b3b50ed5483,799/2019,https://island.is/domar/g-97077c0c-8a54-4fdf-9791-7426a903b13d,dóm,13. apríl 2022,
2021-186,https://island.is/s/haestirettur/akvardanir/a2b811cf-4487-43b1-a844-465c2b87b527,62/2021,https://island.is/domar/g-2358556f-83dd-4509-a0f8-b29e1b220b4d,ákvörðun,23. ágúst 2021,Hafnað
2021-183,https://island.is/s/haestirettur/akvardanir/17cee45a-8dff-4d5e-8be9-2afa122288b3,572/2020,https://island.is/domar/g-e9ab8f8b-d433-498f-b485-cab5015a2b4f,ákvörðun,23. ágúst 2021,Hafnað
2021-190,https://island.is/s/haestirettur/akvardanir/d8c45a84-5ace-4086-9b42-69a70b0389c7,269/2020,https://island.is/domar/g-b11e3a1e-a7a2-4cc8-8979-084912c3b0f1,ákvörðun,6. september 2021,Hafnað
2021-192,https://island.is/s/haestirettur/akvardanir/841b9fe8-3efe-4ea5-893e-e80d99b27469,24/2020,https://island.is/domar/g-3d01d72f-c300-4367-809f-d15d93689c20,ákvörðun,9. september 2021,Hafnað
2021-187,https://island.is/s/haestirettur/akvardanir/ed9b9238-32aa-4a98-ba58-684239057ab0,198/2020,https://island.is/domar/g-aac71986-c1ae-432f-9179-9fcc35336b59,ákvörðun,31. ágúst 2021,Samþykkt
38/2021,https://island.is/domar/s-089fe0c2-0e06-4c16-80e4-c9a9d13a077a,198/2020,https://island.is/domar/g-aac71986-c1ae-432f-9179-9fcc35336b59,dóm,9. febrúar 2022,
2021-189,https://island.is/s/haestirettur/akvardanir/67b7ad43-cf73-4c89-a513-083f3bb19cac,174/2020,https://island.is/domar/g-8aca54aa-9801-4693-b947-e17e288c8d56,ákvörðun,6. september 2021,Hafnað
2021-208,https://island.is/s/haestirettur/akvardanir/7e4d9406-f2e3-4d5a-b4a0-b2bc79e2a644,82/2021,https://island.is/domar/g-579e35e8-824c-4069-bcbf-3b09c5a8e43e,ákvörðun,6. september 2021,Hafnað
2021-191,https://island.is/s/haestirettur/akvardanir/5f710b30-c303-44bf-afc2-c82a5ef35545,260/2021,https://island.is/domar/g-1980b559-05dc-4326-ad2f-33e039fc637e,ákvörðun,20. ágúst 2021,Hafnað
2021-201,https://island.is/s/haestirettur/akvardanir/0cf33e06-5854-416c-b592-3b052e8c219d,190/2020,https://island.is/domar/g-664a2950-f48c-4658-9383-46043713fe0b,ákvörðun,29. september 2021,Hafnað
2021-200,https://island.is/s/haestirettur/akvardanir/50c4b65c-de78-4fe8-ab63-b9da2cec4b26,189/2020,https://island.is/domar/g-7004975a-4fde-4c2e-bdeb-1311ed2f6f23,ákvörðun,29. september 2021,Hafnað
2021-195,https://island.is/s/haestirettur/akvardanir/509c64a9-2c67-4e95-b9e4-f04e4e88a740,170/2020,https://island.is/domar/g-8880310e-3f0f-407f-9105-cdb6bc4e2040,ákvörðun,22. september 2021,Samþykkt
41/2021,https://island.is/domar/s-979d789a-42a3-441a-a9d2-4ef955a55d3c,170/2020,https://island.is/domar/g-8880310e-3f0f-407f-9105-cdb6bc4e2040,dóm,13. apríl 2022,
2021-194,https://island.is/s/haestirettur/akvardanir/618147d3-8ad0-4c7d-aaa9-9c091376a63c,442/2020,https://island.is/domar/g-c5cf26c2-f938-4e2f-8859-6d21f7de2b6d,ákvörðun,22. september 2021,Hafnað
2021-193,https://island.is/s/haestirettur/akvardanir/f267aea2-5da6-4d06-b1c2-0cf970ddc2d7,26/2020,https://island.is/domar/g-71b8880d-ebbe-4bae-bbed-f5f5efd46812,ákvörðun,22. september 2021,Samþykkt
47/2021,https://island.is/domar/s-bbf12005-b4c1-45c6-876c-f7990176c789,26/2020,https://island.is/domar/g-71b8880d-ebbe-4bae-bbed-f5f5efd46812,dóm,30. mars 2022,
2021-205,https://island.is/s/haestirettur/akvardanir/f4e8a3cc-2112-43fc-acaf-f7309be82d03,186/2020,https://island.is/domar/g-b7bf3d8a-dc3b-4f8d-837b-30c08414cbd2,ákvörðun,1. október 2021,Samþykkt
43/2021,https://island.is/domar/s-e0598181-fb6b-4036-b283-05aaf5f1ab2d,186/2020,https://island.is/domar/g-b7bf3d8a-dc3b-4f8d-837b-30c08414cbd2,dóm,30. mars 2022,
2021-198,https://island.is/s/haestirettur/akvardanir/111cb0d9-f6d1-4382-9c71-a02980d153d1,319/2021,https://island.is/domar/g-44e08d23-9905-408e-b2ec-682bcad76ef2,ákvörðun,22. september 2021,Hafnað
2021-227,https://island.is/s/haestirettur/akvardanir/84f35a2d-483f-4539-9754-4b27c99d8439,476/2021,https://island.is/domar/g-b68e5051-4e08-49f4-8275-6043b4428d1c,ákvörðun,11. október 2021,Hafnað
2021-229,https://island.is/s/haestirettur/akvardanir/69048d36-aacd-49ce-ad6a-3cbf2be740ee,409/2021,https://island.is/domar/g-82e225cb-6fba-40c4-b930-d9bb61851c57,ákvörðun,20. október 2021,Samþykkt
44/2021,https://island.is/domar/s-7f6ea3c6-f809-4d76-b932-5c54814cc228,409/2021,https://island.is/domar/g-82e225cb-6fba-40c4-b930-d9bb61851c57,dóm,9. desember 2021,
40/2021,https://island.is/domar/s-cadb3732-8153-4be4-b9b5-3110a422b3ec,478/2021,https://island.is/domar/g-92443d1d-e094-449b-9b9d-112cf25195a7,dóm,13. október 2021,
2021-239,https://island.is/s/haestirettur/akvardanir/5fcba246-f4c8-4679-8b77-23c17259b210,502/2021,https://island.is/domar/g-2f86fc4b-5537-4504-b2de-c1e446ee565e,ákvörðun,5. nóvember 2021,Hafnað
2021-241,https://island.is/s/haestirettur/akvardanir/3e72f5f4-d40b-4e51-bdf8-1f4b96ef695d,351/2021,https://island.is/domar/g-f168fe34-d470-4f32-934c-886ef02fbba5,ákvörðun,5. nóvember 2021,Hafnað
2021-251,https://island.is/s/haestirettur/akvardanir/ee041993-ca59-461a-948b-ce375ac1fa58,185/2020,https://island.is/domar/g-230d09c9-1ad0-4466-a880-233b9840e84f,ákvörðun,17. nóvember 2021,Hafnað
2021-258,https://island.is/s/haestirettur/akvardanir/5ffa1918-5e05-4e3c-a2b1-4665fc5e8868,251/2020,https://island.is/domar/g-4a6ff987-49a3-41a8-98d3-ab1fa478f92e,ákvörðun,18. nóvember 2021,Hafnað
2021-249,https://island.is/s/haestirettur/akvardanir/6d49a48f-17ed-4772-89f5-0f8f9dc2f906,507/2021,https://island.is/domar/g-91acc337-e70c-41cd-80fc-c1bfd15900b8,ákvörðun,17. nóvember 2021,Samþykkt
49/2021,https://island.is/domar/s-5b548e34-2504-4ae4-a15f-6bedec0cdb5b,507/2021,https://island.is/domar/g-91acc337-e70c-41cd-80fc-c1bfd15900b8,dóm,16. febrúar 2022,
2021-299,https://island.is/s/haestirettur/akvardanir/550d073c-c8bc-42f9-8491-df0afa9d0194,685/2020,https://island.is/domar/g-4b8983f7-efb1-4bad-a982-f3f5de928e24,ákvörðun,5. janúar 2022,Hafnað
2021-266,https://island.is/s/haestirettur/akvardanir/acf564bd-e173-4a6f-953a-0f21ff9bcbd0,536/2020,https://island.is/domar/g-2af1c615-7dd0-446a-9a88-3d6728c4dedb,ákvörðun,25. nóvember 2021,Samþykkt
52/2021,https://island.is/domar/s-80613bfa-4d52-487a-8415-9da81f158ea2,536/2020,https://island.is/domar/g-2af1c615-7dd0-446a-9a88-3d6728c4dedb,dóm,6. apríl 2022,
2021-268,https://island.is/s/haestirettur/akvardanir/1fb7ea44-77e6-4343-94e1-1fc3fbe24c8e,335/2021,https://island.is/domar/g-fc710bc0-0008-49f0-ae74-bebabc013953,ákvörðun,1. desember 2021,Hafnað
2021-261,https://island.is/s/haestirettur/akvardanir/652f6ee7-dbd7-4f3c-9a14-145995dbd9de,256/2020,https://island.is/domar/g-3dda8a30-c283-419d-8447-696058425604,ákvörðun,26. nóvember 2021,Samþykkt
51/2021,https://island.is/domar/s-32c5f2d9-03ce-4df1-a9dc-8b74083402c2,256/2020,https://island.is/domar/g-3dda8a30-c283-419d-8447-696058425604,dóm,27. apríl 2022,
29/2021,https://island.is/domar/s-c0ddb7a4-594c-432d-9bda-e04e9385d0c8,105/2020,https://island.is/domar/g-d71fe319-63ba-4c30-a5c0-034175bf7878,dóm,28. júní 2021,
2021-276,https://island.is/s/haestirettur/akvardanir/6255f024-11de-4354-b832-f8adeeafeb08,751/2020,https://island.is/domar/g-1bc4eaaa-5521-4d98-a076-f69968418293,ákvörðun,10. desember 2021,Hafnað
2021-277,https://island.is/s/haestirettur/akvardanir/e59291fc-bd9a-45d8-9d19-4ee5828af1bb,524/2020,https://island.is/domar/g-a39171ab-50d6-4d2b-93aa-439c7e09a3b4,ákvörðun,10. desember 2021,Samþykkt
2/2022,https://island.is/domar/s-b746e145-1b9e-4868-9826-c5680341b40b,524/2020,https://island.is/domar/g-a39171ab-50d6-4d2b-93aa-439c7e09a3b4,dóm,19. október 2022,
2021-294,https://island.is/s/haestirettur/akvardanir/ca40451b-36e9-4f1d-8a9c-cac32cdadd1d,517/2020,https://island.is/domar/g-bc0f6d24-ef83-4ff2-8a51-e322a39182d5,ákvörðun,10. desember 2021,Hafnað
2021-274,https://island.is/s/haestirettur/akvardanir/9b69a4ca-78d2-4165-b49c-c959aa4fd102,351/2020,https://island.is/domar/g-41e4dd2e-bb31-4902-a139-307c26525d42,ákvörðun,10. desember 2021,Hafnað
2021-260,https://island.is/s/haestirettur/akvardanir/3ba47707-b3b7-4ca9-87b8-04cd291b3ac2,226/2021,https://island.is/domar/g-039a6972-e6df-4470-ac21-7fe0a3df3daf,ákvörðun,18. nóvember 2021,Samþykkt
50/2021,https://island.is/domar/s-54410bd5-af1b-4b6d-ad72-ee326755a22e,226/2021,https://island.is/domar/g-039a6972-e6df-4470-ac21-7fe0a3df3daf,dóm,4. maí 2022,
23/2021,https://island.is/domar/s-2f085533-ef72-4c35-a180-edd56e205278,190/2021,https://island.is/domar/g-89f780a3-2ffd-4192-9f72-b74b71bbeea1,dóm,23. júní 2021,
2021-330,https://island.is/s/haestirettur/akvardanir/aa707381-a875-4286-b1e9-5bd46d9adb56,9/2021,https://island.is/domar/g-29239b51-0c41-44d5-8093-9a754ba43d1e,ákvörðun,25. janúar 2022,Hafnað
2021-321,https://island.is/s/haestirettur/akvardanir/fa4ccea0-aaab-4fcc-82de-b5fccd72042d,76/2021,https://island.is/domar/g-470e3ca6-3ce6-494f-afec-cd137d6fccf5,ákvörðun,25. janúar 2022,Hafnað
2021-279,https://island.is/s/haestirettur/akvardanir/174c9c55-7974-41cb-b3a2-30f3b20e261e,458/2020,https://island.is/domar/g-8ab89591-6b71-4d88-944a-6e701fdc97bf,ákvörðun,10. desember 2021,Hafnað
2021-272,https://island.is/s/haestirettur/akvardanir/9d2c48dc-3bee-4cb9-8556-5ab621c0243a,374/2020,https://island.is/domar/g-121937f6-a4af-40bb-88d9-57b9a39b56ae,ákvörðun,25. nóvember 2021,Samþykkt
53/2021,https://island.is/domar/s-8c0624fb-9607-4af0-8e02-ddba8cb10fce,374/2020,https://island.is/domar/g-121937f6-a4af-40bb-88d9-57b9a39b56ae,dóm,1. júní 2022,
46/2021,https://island.is/domar/s-96adf4d5-8267-4be0-8a92-5a180067c8f3,337/2020,https://island.is/domar/g-5d2f15e5-898f-4063-92cb-84df99f38aa6,dóm,2. mars 2022,
2022-5,https://island.is/s/haestirettur/akvardanir/5eeacd9a-21d1-45d3-b3a2-c7b28983d822,27/2021,https://island.is/domar/g-1f815531-d886-43ae-b9a0-32714b1b2123,ákvörðun,2. febrúar 2022,Hafnað
48/2021,https://island.is/domar/s-f427fba3-7eb2-490b-a4a9-d0d69e30d8b2,556/2021,https://island.is/domar/g-d8c099fa-b532-471a-9f45-9e2c5f39165d,dóm,1. desember 2021,
2021-289,https://island.is/s/haestirettur/akvardanir/c26cc693-8921-4f61-9d6d-d56d698a4b9c,578/2021,https://island.is/domar/g-09063977-4333-40a2-98b9-2cdc6cd5decf,ákvörðun,15. desember 2021,Hafnað
2021-305,https://island.is/s/haestirettur/akvardanir/2364cc12-108b-44cd-9752-af89fd7a564a,452/2021,https://island.is/domar/g-07bca108-c689-4740-97d1-18282b715a6c,ákvörðun,21. desember 2021,Hafnað
2021-306,https://island.is/s/haestirettur/akvardanir/9f504a0c-2961-491d-81e8-eaf34b3178bd,449/2021,https://island.is/domar/g-f1ad0ec1-a2b0-4c48-9cd1-ee4c9177e2ce,ákvörðun,21. desember 2021,Hafnað
2021-297,https://island.is/s/haestirettur/akvardanir/f165aa81-7aad-4ba4-910c-8e53209c24e5,364/2020,https://island.is/domar/g-d5e65053-da86-4a2f-9399-2e69ed6f7c8a,ákvörðun,14. desember 2021,Hafnað
2021-295,https://island.is/s/haestirettur/akvardanir/d4b25a1b-9b7c-43bc-86f3-b7e49b89b232,244/2020,https://island.is/domar/g-a341f596-b956-482e-98ec-9272de7b92dd,ákvörðun,14. desember 2021,Hafnað
2022-12,https://island.is/s/haestirettur/akvardanir/b781943e-beeb-45d5-b9ec-bf0265ad5b19,100/2021,https://island.is/domar/g-30f82d47-8b18-4482-b2ba-abe7c7111ff7,ákvörðun,1. mars 2022,Hafnað
2022-6,https://island.is/s/haestirettur/akvardanir/9e3eeccf-1734-4e63-889d-f0b30be40423,656/2020,https://island.is/domar/g-bebfe9cf-e88c-459d-b3b2-0a50f26da1b3,ákvörðun,17. febrúar 2022,Hafnað
2021-313,https://island.is/s/haestirettur/akvardanir/2d8505ab-7643-448d-8dcf-e56de45eb31b,412/2020,https://island.is/domar/g-96f6a5fc-70da-4daa-8d9d-a408acb3b014,ákvörðun,2. febrúar 2022,Hafnað
2021-311,https://island.is/s/haestirettur/akvardanir/a6dc8dac-b9b4-4ba8-b83c-9ae207714c3f,396/2020,https://island.is/domar/g-ddaa99cd-e9ea-4260-a23b-59aacc30c167,ákvörðun,14. janúar 2022,Hafnað
2021-304,https://island.is/s/haestirettur/akvardanir/a6165cbc-b912-4c90-9b85-4add1f64231c,384/2020,https://island.is/domar/g-c3a25132-3a56-4ac0-a5be-57ee75644472,ákvörðun,14. janúar 2022,Samþykkt
4/2022,https://island.is/domar/s-35c6ab01-17c1-44b6-b57f-01402880fa93,384/2020,https://island.is/domar/g-c3a25132-3a56-4ac0-a5be-57ee75644472,dóm,22. júní 2022,
2021-296,https://island.is/s/haestirettur/akvardanir/6cd3769a-6f3a-4aa8-a525-6ecac0abbe28,607/2021,https://island.is/domar/g-b641591f-8dac-41f5-9610-067a420934b7,ákvörðun,21. desember 2021,Hafnað
2021-323,https://island.is/s/haestirettur/akvardanir/b180619f-0188-47dc-8e2c-a354c853798f,537/2020,https://island.is/domar/g-109ffb6a-50b2-4f1e-8804-1838eac87c46,ákvörðun,2. febrúar 2022,Hafnað
2021-326,https://island.is/s/haestirettur/akvardanir/66b8ac73-a904-4fde-b950-d78e63161699,488/2020,https://island.is/domar/g-506199f5-5c4d-45a5-bb5f-8cf4c4751a71,ákvörðun,25. janúar 2022,Hafnað
54/2021,https://island.is/domar/s-6b18eacb-b487-4009-bbb0-9a292f151165,466/2020,https://island.is/domar/g-bff4c810-08f2-43d4-9856-f832f966ca37,dóm,11. janúar 2022,
2021-325,https://island.is/s/haestirettur/akvardanir/c907e641-57cb-47c3-a6fc-1ddc70222276,373/2020,https://island.is/domar/g-8d6a6554-998b-4ded-94ea-424aacb2b70f,ákvörðun,19. janúar 2022,Hafnað
2021-307,https://island.is/s/haestirettur/akvardanir/aedcddc0-7906-4297-a438-8437920a831a,338/2020,https://island.is/domar/g-6368e4ac-249f-48a2-90d3-988fc0982e9e,ákvörðun,25. janúar 2022,Hafnað
2022-8,https://island.is/s/haestirettur/akvardanir/c3f70217-1e67-4b66-8198-7ecb878c520f,239/2021,https://island.is/domar/g-a21e3c5b-a385-4ad3-9d77-de1c78d1060e,ákvörðun,4. febrúar 2022,Hafnað
2021-308,https://island.is/s/haestirettur/akvardanir/dab15a72-fcc8-4da6-a901-725891382c48,618/2021,https://island.is/domar/g-ad4738e0-bfbc-4a83-8a3a-480aa01962fe,ákvörðun,18. janúar 2022,Hafnað
2021-316,https://island.is/s/haestirettur/akvardanir/1d4737ea-a934-40b0-9281-6d40d41c2908,481/2020,https://island.is/domar/g-93d140c3-6ad5-445d-b960-3890cc242677,ákvörðun,28. janúar 2022,Hafnað
2021-322,https://island.is/s/haestirettur/akvardanir/ae04d1e5-cd99-472d-bcdc-792c69b6f61a,477/2020,https://island.is/domar/g-f749970d-8d3e-4f1a-afe6-fd31d1acc4d5,ákvörðun,21. janúar 2022,Hafnað
2021-329,https://island.is/s/haestirettur/akvardanir/2cf7a5f8-cb53-4b06-9342-125b7ac5d309,468/2020,https://island.is/domar/g-93d2c64b-881e-4079-b414-f3347192e21a,ákvörðun,19. janúar 2022,Samþykkt
3/2022,https://island.is/domar/s-dfecb52b-9d20-407d-9dd0-afade3df5c3d,468/2020,https://island.is/domar/g-93d2c64b-881e-4079-b414-f3347192e21a,dóm,1. júní 2022,
2021-320,https://island.is/s/haestirettur/akvardanir/4d101d9f-8f13-45bd-9f22-fd8740d0d3ed,700/2021,https://island.is/domar/g-997e6d0d-2ec2-4c14-855d-cdec28e34d54,ákvörðun,19. janúar 2022,Hafnað
2021-337,https://island.is/s/haestirettur/akvardanir/6470b683-b5df-4e30-a09f-aa166983f9b7,635/2020,https://island.is/domar/g-0f8db85e-6d63-4b86-94dc-fc7c109ae9d3,ákvörðun,2. febrúar 2022,Hafnað
2021-336,https://island.is/s/haestirettur/akvardanir/27ad37a0-ab1b-468d-9094-3305d4f613cf,53/2021,https://island.is/domar/g-e1c1bf5a-c368-4036-86d0-eb5a443b6252,ákvörðun,15. febrúar 2022,Hafnað
2021-335,https://island.is/s/haestirettur/akvardanir/4b513eb8-e883-4470-90be-c011e01ed700,52/2021,https://island.is/domar/g-cca30eae-3bc7-418f-bf9e-99eedcb36604,ákvörðun,15. febrúar 2022,Hafnað
2022-15,https://island.is/s/haestirettur/akvardanir/3627ebe6-5cb1-47e0-8904-da0d0bfc3ac1,479/2020,https://island.is/domar/g-fccd2a0d-f3bf-4f80-9cd5-e6200827963a,ákvörðun,1. mars 2022,Hafnað
2021-338,https://island.is/s/haestirettur/akvardanir/7063bc4e-2456-4aca-8c8e-0efe1be194e2,425/2020,https://island.is/domar/g-52833bba-7d42-4847-96e7-d0dbdd1f730d,ákvörðun,2. febrúar 2022,Hafnað
2022-2,https://island.is/s/haestirettur/akvardanir/3989ba42-6ca2-4d35-9908-41edb1feaec1,705/2020,https://island.is/domar/g-490fdb90-ca0e-46d2-9813-eb2e7f4caa9f,ákvörðun,2. febrúar 2022,Hafnað
2022-1,https://island.is/s/haestirettur/akvardanir/8d180484-fa8b-4ee6-ba02-4ff25f328956,560/2020,https://island.is/domar/g-eb5f1160-b594-40c3-b14e-2b284d42a911,ákvörðun,4. mars 2022,Samþykkt
14/2022,https://island.is/domar/s-279c63f9-c78a-4e3b-a508-bc9938068672,560/2020,https://island.is/domar/g-eb5f1160-b594-40c3-b14e-2b284d42a911,dóm,28. september 2022,
2021-331,https://island.is/s/haestirettur/akvardanir/74c768ce-c2b5-44c0-8752-a7bea46f2026,352/2020,https://island.is/domar/g-8c39872b-d37f-4a61-8d72-a6f0d554b944,ákvörðun,15. febrúar 2022,Hafnað
56/2021,https://island.is/domar/s-61d2a71a-91a1-4974-b95a-af59a16bb1aa,702/2021,https://island.is/domar/g-7854f4a7-a212-4f38-b124-7211f9f48ba2,dóm,11. janúar 2022,
45/2021,https://island.is/domar/s-c5f57891-504d-4e4d-b2ad-b21d8995d7ef,383/2021,https://island.is/domar/g-6c6abf67-00eb-4420-9d04-33057df8df77,dóm,24. nóvember 2021,
2021-334,https://island.is/s/haestirettur/akvardanir/4decfe4a-28a8-4463-8895-1e5f6a3e25eb,383/2021,https://island.is/domar/g-6c6abf67-00eb-4420-9d04-33057df8df77,ákvörðun,7. febrúar 2022,Samþykkt
9/2022,https://island.is/domar/s-32e8148b-414f-45d8-bbe7-ffc6c121050e,383/2021,https://island.is/domar/g-6c6abf67-00eb-4420-9d04-33057df8df77,dóm,8. mars 2022,
1/2022,https://island.is/domar/s-019cd31c-9527-4fe4-9b28-b5d8789bffa6,677/2021,https://island.is/domar/g-fdaba9b6-b176-4837-8c14-85ce7dd0e037,dóm,20. janúar 2022,
2022-4,https://island.is/s/haestirettur/akvardanir/4188a4d8-27f8-435f-a6b0-d0fac816401d,636/2020,https://island.is/domar/g-a4a5519b-8e56-44cb-961b-69cf52ffcf2a,ákvörðun,23. febrúar 2022,Samþykkt
2022-7,https://island.is/s/haestirettur/akvardanir/67ee3f02-a02e-452b-b7ba-e136b66bb8b2,633/2020,https://island.is/domar/g-eb100525-2be7-4d78-a4c2-3a69907b9b9e,ákvörðun,16. febrúar 2022,Hafnað
2021-333,https://island.is/s/haestirettur/akvardanir/abb62867-08ef-4983-a401-f3c69e33cc32,470/2020,https://island.is/domar/g-cabf73c3-8f73-4bf5-976f-8387fe3c90d4,ákvörðun,23. febrúar 2022,Hafnað
2022-52,https://island.is/s/haestirettur/akvardanir/afea490f-3474-4063-bdec-24cc8c921028,169/2021,https://island.is/domar/g-d40544b5-c0c9-41e2-a7bf-e41f5e13d2bb,ákvörðun,10. maí 2022,Hafnað
6/2022,https://island.is/domar/s-e0a944bf-9127-4fc8-9a32-070ff74bae78,711/2021,https://island.is/domar/g-c2a50ec4-f7d0-4505-ad25-70fe4a3c4248,dóm,9. febrúar 2022,
2022-3,https://island.is/s/haestirettur/akvardanir/ca95e90b-9e03-40db-8eaf-6f1af4ae4bd9,691/2021,https://island.is/domar/g-9840afc2-3ce6-4c38-acb0-55680dc08ac6,ákvörðun,1. mars 2022,Hafnað
2022-13,https://island.is/s/haestirettur/akvardanir/0c05c71e-16c6-4e62-96ed-7d6903770f38,732/2021,https://island.is/domar/g-88f878b8-757a-407e-a12a-0e1e5aae9fa3,ákvörðun,15. mars 2022,Hafnað
2022-14,https://island.is/s/haestirettur/akvardanir/f75ee2a6-4197-4ba8-a923-b586f72e5c4a,787/2021,https://island.is/domar/g-b27cf463-a163-4a89-9a07-773c302263d3,ákvörðun,15. mars 2022,Hafnað
2022-17,https://island.is/s/haestirettur/akvardanir/28d7456d-703e-4867-a54a-f344137fafdd,671/2020,https://island.is/domar/g-3c0f6668-3f32-4ab3-9993-0078fb109aa3,ákvörðun,15. mars 2022,Hafnað
