appeal,supreme,url
584/2022,85/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=37dfa4da-82f8-4684-8b4b-47b35cdd00e5
240/2022,76/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2fa16d7a-718e-4418-820b-dbd0f364d654
74/2022,74/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b0cdc808-4043-421a-b5bb-6b67d106a6d8
251/2023,67/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c5259bad-2d4c-4d1a-8c00-935f42ce84a9
272/2023,71/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d8efe9c6-f7be-423c-9da8-c54976042086
37/2022,69/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3d40805b-67bf-4fe5-8e1a-021bbe63767c
213/2022,65/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=dd073512-dca6-4f13-b2df-4635e0accb77
282/2023,75/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=006eb328-f38a-423c-bb33-4a3b76a36eda
178/2022,62/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0134868a-0fb0-440c-a66a-551c1dbb187f
518/2021,63/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1c7c8253-e0ba-45f1-a9bf-830c24736b15
11/2022,72/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2b79e499-8194-4f34-942d-d7e13d3094eb
753/2021,58/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8408865d-b0b6-4268-a6b3-1556371ee03e
427/2022,68/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d44ebe1d-0e24-4361-968a-5930eac16246
207/2022,60/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b4e06514-cf4b-4026-a544-840ac4a51a53
744/2021,54/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1234f1f0-632a-4b50-b7ec-c1891b615703
118/2022,59/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0a0f7b77-2c12-42ae-ab17-6b605ee472aa
348/2022,66/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=183985fa-0f3b-4238-800e-7a5a62bf2035
156/2022,61/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ccc549e4-532b-4b39-a32b-a8ce80b9ad04
662/2021,56/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=72b58b50-36a4-471d-a946-cac171610061
456/2021,36/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=35e152b4-c4de-4b5f-937c-f5cf7d3d6756
425/2021,30/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=4bdde16d-a0fe-4301-908d-1d68bc4dadc0
658/2021,39/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=458f15d0-25aa-4f31-b23b-7016654e425e
659/2021,40/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=10b90a62-b6dc-44f0-9e4d-c55fb434f935
656/2021,37/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=edd99269-420b-47c5-8fea-cc87b92387f4
657/2021,38/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d45f6191-293a-44cf-81fb-d5d45b81dea0
731/2021,41/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=83d3ffd3-bbc9-4385-83f0-621678330c00
158/2022,47/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=fb2a4dac-2eac-4551-8f3a-67f5869bdec2
84/2022,50/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cdb5507d-5d10-4c1b-a81b-d304ff740971
526/2021,35/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=04b0554c-156a-45f6-befb-86a49c4639a0
577/2022,45/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f4177f1a-c70a-48b5-9f4d-d25d2381dc5a
140/2022,64/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8e37ba45-8977-4bc7-8360-de1380254d46
601/2021,55/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2fe3c729-4db8-4440-8f4e-87ba4ca678ec
30/2023,48/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=777b2045-b514-4b9c-bbb0-08d240c3d16e
174/2023,53/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9495281f-371c-442e-97ed-901bc6bad349
752/2021,51/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d0151a83-dbd2-4f5b-a384-aa5373372c21
799/2021,44/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c2c4dc41-9adb-4616-a553-6e89bf438c2f
324/2022,42/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=55c4ca8e-d085-422c-a5a3-26b561619100
85/2023,46/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=46d7be64-7eac-48d4-971c-81d116ccfd18
510/2021,33/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8cfb9254-0992-47a0-ae94-915aec5a8bc3
663/2021,34/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d2b40e05-a4df-42eb-a0ff-f924b2f0cc8a
706/2021,24/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ecb306a5-a616-4406-8682-0779073bbe79
668/2021,31/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=572d34eb-cbe2-4ac4-8fa1-84b7a7b45fc4
708/2021,25/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=41087c35-abed-4658-9fed-a25887fbff25
467/2022,32/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c5acfad2-0170-4c43-b534-b5b9f1ef39ab
454/2021,27/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2432e3c4-6c68-4974-a110-05c8ef76db18
13/2022,43/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d24eb97f-f5b1-41d3-8e09-390331529710
730/2021,29/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0a32fb49-6888-4882-a6de-c98307dede58
437/2021,26/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cb6125e7-89b4-43dd-a02c-4e00ea342807
688/2021,21/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d4bd4693-cc66-4d63-b478-c9cdaa542e27
259/2021,22/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=bac296e6-8e7c-499b-b323-d95ae125ac14
616/2022,12/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=de94dbfd-c028-4e21-8752-6c27035c68c9
754/2022,17/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=886a468d-ccfe-4676-ae42-8072920c79a2
684/2021,10/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=53b6c7cd-94b6-4fab-97b0-a32398d42714
345/2022,23/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=986dcb35-1ace-4fd9-9fc6-71e73520fcd4
61/2022,16/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ff81746c-caa3-4ec1-95fd-6ca78ef5314a
775/2022,19/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=709ee38b-4690-46a7-b867-af4b05c2c8d0
187/2022,20/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b5562f5a-fe8c-44f2-8a15-26aedf2f2c3c
304/2021,3/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=72833101-4968-46dc-bbd2-efadcfc0e360
501/2021,159/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=46755a8b-4cbb-4d05-8201-f0a6b023f138
589/2022,170/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=95340e1b-be8c-4620-806a-f17209bb5623
813/2022,15/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cc1207aa-05ba-4dd6-baa5-eac4c2ccaf6a
617/2022,169/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=154b9fb3-3da6-44ce-afff-0d3f6f343d9b
687/2021,165/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=19ad34ec-aa95-4b1a-b119-45629329a305
627/2022,160/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ed5a7f91-26c4-4a19-b81c-910703a5350a
559/2021,172/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3383e39c-d71e-425f-945e-ee0615f4cd59
691/2022,171/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=58037bfb-f32b-4115-b022-7f3612791ae3
721/2021,1/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=989504e7-fcf6-4708-b440-852b065f14a8
633/2021,18/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3fb2c1a7-bfc0-4d5a-a488-64aea82662b2
129/2022,14/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=97dca8d8-5830-4849-ba8e-7949e8317513
758/2021,13/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9de0b93b-a35b-41f5-afd7-a246dbbbe06a
546/2021,9/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5cff4eb9-c6c2-4a9d-818c-748d5e868f4d
599/2021,6/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=da2eb0c5-7d72-4389-ad24-0ce6c9753fca
606/2021,7/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=dd904173-5bb6-41ed-b8c3-48525b4726c6
555/2021,4/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=91f6b325-f5f7-46e9-bfb2-7ceedeebc441
773/2021,11/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b2e81e80-6f0d-4622-a9b1-84140f11af5a
545/2021,5/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9ab191aa-176a-43bb-9ae8-89b31227ff3c
422/2022,8/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=fd2d915e-4eaa-4781-aff9-aca3d83676c6
458/2021,158/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b16c70cf-1beb-4a2d-aa40-f37b6315775d
414/2021,153/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e5648b4a-65f4-4f6d-a109-b9d4846a19fe
516/2021,143/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=15bc4a17-52c7-47f6-a66c-beffac75d5d9
619/2021,164/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=23373445-f18b-4b44-9942-d5c68ff91cfb
397/2021,145/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2a0016fe-dda1-475f-82ec-92818bf9010b
480/2021,148/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=65b6b5b5-2cfa-4dc0-98b5-1885b431f5e2
558/2021,142/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=830c72c8-7591-4fd5-ae39-28e5ff0882ba
323/2021,150/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=698ccb12-8035-44f5-9226-50c21716b2ce
324/2021,149/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c9defef4-1bf1-4160-8efa-57a5d654d89f
521/2021,140/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d169b1af-107e-456b-a23f-72c151c6404e
514/2021,151/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9e323cb7-441f-4400-af90-db08612d49da
515/2021,152/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f7153697-7647-4e5c-89f8-e93f37bc91a1
459/2021,168/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b4b54798-6307-434b-a353-f216d8795545
308/2021,162/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=35df5d5b-bbc0-4249-9368-4c7dbf62a3d6
412/2021,167/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5e2facb6-6786-4aee-b04d-5a7fa4f239be
357/2021,2/2023,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b79eb5ff-9605-469f-8a1e-d6c9d6dc71fc
424/2021,154/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8ef2316d-0f86-4e38-bcc6-9de60e0d9478
735/2021,161/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b2cacd17-d655-493d-ab1d-a045b3c35c03
119/2022,163/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=6639519f-692a-4131-bd49-413960d1d323
441/2021,139/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=18e80b33-9300-4afd-a675-96d65c948ce0
256/2021,137/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ed171723-a433-42cc-82d2-ecefd90ce8ac
168/2021,138/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=0878d1df-f10b-47fe-8a0f-48cd0945b909
69/2021,130/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b56facf4-47f7-4f97-a4be-66a0960ea982
584/2022,131/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1228746f-09b2-4497-8c63-78c3780f5c3f
438/2021,133/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5561b405-174f-4e69-b4c9-e5ddd7dada93
720/2021,132/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=23ad82a2-53ff-4bbb-89bc-03d54b76e193
547/2022,128/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=514e0315-992c-4966-8403-81b65e19b72d
347/2021,129/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=713a7d95-e59c-4d02-bdba-0217dd0b3edd
465/2022,126/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f2ceef87-62f4-441b-ae07-396357cfb2be
498/2021,127/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d7815011-7aff-4c0e-923e-ed91c9d9a0bd
557/2021,141/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=41504836-49a3-447e-9e64-d70fa91fd16a
301/2021,134/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=256a975c-92e6-4dec-ab03-0538f7c47f43
764/2021,147/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=89914226-cacc-46ba-bef6-07b7aba7b5ed
537/2021,155/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=c9a7df38-aef8-44dc-8512-328da8e9c3bc
405/2021,135/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a8aaf37b-b4f5-4a4f-a2f4-347a3480c52d
432/2021,157/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=de440146-edd4-4842-97fe-53207b8119cc
538/2021,146/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=de02629f-d955-444a-af01-991bb82e60c3
413/2021,136/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a943679c-e4c8-4633-bb54-c319faa3cdfc
442/2021,144/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9e34d702-4c70-4b48-b49f-f706d6a6202d
60/2022,156/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=edd704b2-72db-4c5e-ac4c-9ed3808150b9
252/2021,125/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=29d5a452-a520-401c-bf9f-0d5ab38d6596
302/2021,123/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=de26fbad-4707-40c2-8144-6f066cc85922
296/2021,124/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2dcd68e4-52c9-4cf8-9b14-743fc891fd5c
199/2020,122/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9135f6cc-0c34-4b0c-886d-0c24fe779a81
475/2022,117/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=f995da76-7dd0-4aab-ae92-3ff9d84b4bd7
463/2022,120/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=3b1c9b02-f79e-4ca7-9ac2-979270fe80f0
434/2021,116/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=495bcae3-0115-42f1-9558-cd934398656a
504/2021,121/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=909e6167-22bd-43a1-8fff-d6bd0ffa9be6
550/2022,119/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ac491a1d-0ebf-4110-b70e-0e40de347e4d
193/2021,109/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=893bada9-fb5c-4291-9e84-fa6acfea0983
475/2021,110/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=aedaa76d-cbee-4188-b9b3-a33000a873e7
114/2021,103/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=d4748916-7ace-43a8-ab7f-bf2678e355d8
411/2021,85/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b1b8210a-4bff-4f08-a39e-71632ee67ca5
286/2021,106/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=59cae8d4-438f-43ca-9a5b-90aefe24792f
614/2020,87/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=104f1c0c-a6d9-4957-b44c-02cad8990f57
392/2021,101/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a05abafa-e357-409d-b803-a0479cb110ff
273/2021,94/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a0c2789d-ab2d-485b-9fbd-a28e821c38d1
628/2021,86/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=143492a2-bb6c-4295-a189-c14fcca4f885
371/2021,89/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=fe1220ec-934a-4cdd-b984-59475753354c
369/2021,84/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=8e51b98c-3f97-4173-b7d9-dea4aaada32b
263/2021,97/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=92297ead-c89f-4452-8dd5-2ba33b1b5d23
490/2020,98/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=4d01c41a-b4ec-4118-80b7-9b1f30ad00fb
267/2021,113/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1f216b7b-333f-4fbc-b1ea-d65917e3f220
438/2020,105/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=378c85dc-e0d1-466f-953e-dfb015211603
268/2021,114/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=bfe8092c-eb4f-4ec4-9a34-fe913350d706
310/2021,112/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=cd7ec94f-cfe0-44a9-8ca6-3730b6cb06e4
745/2021,100/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=5c93c21c-d37a-4fe1-b487-dd8a7374935d
333/2021,104/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2c45a5e6-4e3e-4da5-a072-eaa783a5f7aa
452/2020,111/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a4fa1265-530c-4237-98b1-e42f27e6f9ae
52/2022,96/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=a3720727-f547-4465-a54d-920fbe901629
191/2021,91/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=2197f863-82d8-4a98-a0cc-114763b1c305
247/2021,99/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=4a260524-d1b7-48ba-9f16-23e267ac6e20
506/2021,118/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=ad25fad2-1c04-493c-baab-115555e710de
203/2021,92/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=40f910bb-9676-4854-952f-74f139cb8399
210/2021,102/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=62bc3754-5d0e-4f6a-949e-761825e70984
299/2021,115/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e6745f0b-e4db-4f37-a320-b089f7e495e1
246/2022,108/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=b087d0bc-a05d-46f8-88f5-249aaeaf6431
36/2021,93/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=863530c6-cd79-4b48-b139-408598fc7a2b
252/2022,90/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=27ac12fe-83dc-485e-a559-9d7a842c04c7
376/2021,79/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=9c4c6810-c2be-4dda-afcb-68c453e023ef
617/2021,72/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=1c4fc2a1-e57e-4cde-8aa8-1a5fd6a4805b
160/2021,66/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=6ca109dd-0eb9-495b-9383-6e913c3b4606
136/2021,71/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=442e96f7-b131-4a48-98e7-10a995dfe2b9
325/2021,67/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=e75c9716-c3e7-4711-b45f-1b45e58b8c2f
230/2022,74/2022,https://www.haestirettur.is/default.aspx?pageid=af3ab071-b30f-11eb-9b98-005056bc703c&id=488694a0-fd88-4803-8013-45fb189a2075
